YearM,T-Bill,US Equity,Foreign EQ,Emerging EQ,US Bond,Foreign Bond,HY Bond,Commodity,Real Estate,Hedge Fund
199910,0,0.0613,0.033774473,0.01739268,-0.0002,-0.00731602,-0.0103,-0.0555,-0.029693689,0.012101272
199911,0,0.0337,0.031350687,0.086064523,-0.0037,-0.021187135,0.0084,0.0369,-0.024622376,0.046999373
199912,0,0.0772,0.08554763,0.122780219,-0.0092,-0.002573933,0.0008,0.0378,0.025621243,0.072099477
200001,0,-0.0474,-0.067464489,0.001859961,-0.0074,-0.034565775,-0.0091,0.0682,-0.000704794,0.002299949
200002,0,0.0245,0.022808824,0.008907033,0.0078,-0.019709407,-0.0034,0.0582,-0.017350096,0.057300941
200003,0,0.052,0.034256945,0.000180281,0.0085,0.028033224,-0.0187,-0.0163,0.027718095,0.004599493
200004,0,-0.064,-0.057043028,-0.099392742,-0.0075,-0.047851453,-0.0048,-0.0137,0.061264218,-0.033099696
200005,0,-0.0442,-0.02922728,-0.046341926,-0.0055,0.01190938,-0.0154,0.107,0.005462698,-0.024600004
200006,0,0.0464,0.035342102,0.031224909,0.0168,0.016666486,0.0131,0.0673,0.022530847,0.032799776
200007,0,-0.0251,-0.04652936,-0.056229531,0.0043,-0.030833182,0.0024,-0.0816,0.080180033,-0.010799589
200008,0,0.0703,0.003884716,-8.3241E-05,0.0095,-0.019678774,0.0072,0.1491,-0.044661764,0.033099562
200009,0,-0.0545,-0.053593766,-0.092415919,0.0012,-0.009811752,-0.0111,-0.0188,0.027056014,-0.017499373
200010,0,-0.0276,-0.029018665,-0.078102998,0.001,-0.026903258,-0.0348,-0.0033,-0.048470061,-0.023501324
200011,0,-0.1072,-0.042386394,-0.092533845,0.0113,0.014532949,-0.0364,0.0871,0.006806155,-0.039999143
200012,0,0.0119,0.030777284,0.019143264,0.0136,0.036370169,0.016,-0.0256,0.064233057,0.0157009
200101,0,0.0313,-0.005871497,0.132300024,0.0109,-0.010022496,0.0549,-0.0585,0.009151215,0.028499724
200102,0,-0.1005,-0.078695039,-0.082101132,0.0049,-0.008713178,0.012,-0.0178,-0.016756249,-0.025899961
200103,0,-0.0726,-0.07041062,-0.102419488,0.0008,-0.044883125,-0.0175,-0.0434,0.004905852,-0.020100612
200104,0,0.0794,0.066236901,0.045511776,-0.0081,-0.003124451,-0.0147,0.0498,0.022398684,0.01560108
200105,0,0.0072,-0.037700123,0.008736229,0.0028,-0.00707474,0.016,-0.0317,0.022134188,0.008698199
200106,0,-0.0194,-0.043322628,-0.02332684,0.001,-0.017864182,-0.0237,-0.0751,0.05566402,0.00010097
200107,0,-0.0213,-0.021115252,-0.066190543,0.0194,0.021342082,0.0128,-0.0006,-0.020294766,-0.011300593
200108,0,-0.0646,-0.028224448,-0.012963825,0.0084,0.043235565,0.0066,0.0065,0.030770833,-0.007199555
200109,0,-0.0925,-0.1038612,-0.15757953,0.0088,0.012608837,-0.0675,-0.1124,-0.042879741,-0.031100019
200110,0,0.0246,0.023370627,0.059858895,0.0187,-0.013086418,0.0279,-0.0526,-0.029141408,0.017899977
200111,0,0.0754,0.035227465,0.102703364,-0.0155,-0.011872431,0.0308,-0.0554,0.051829829,0.019000612
200112,0,0.0161,0.004461333,0.077875228,-0.0079,-0.035296078,-0.0086,-0.0148,0.024897292,0.015600336
200201,0,-0.0144,-0.05445862,0.032487887,0.0067,-0.026474106,0.0042,-0.0326,0.002406911,0.003073435
200202,0,-0.0229,0.005762753,0.015128565,0.0084,0.002455902,-0.0109,0.0424,0.016802563,-0.008342922
200203,0,0.0424,0.053294182,0.058851399,-0.0179,0.003439674,0.0216,0.1335,0.05856252,0.017811172
200204,0,-0.052,0.005741965,0.004990419,0.0179,0.037515393,0.0152,0.0096,0.011632049,0.001286626
200205,0,-0.0138,0.012165828,-0.017333039,0.0071,0.034580064,-0.0068,-0.0449,0.013055554,-0.00098417
200206,0,-0.0721,-0.040733913,-0.076321928,0.0074,0.05679279,-0.0727,0.0329,0.026081289,-0.020692339
200207,0,-0.0818,-0.100143757,-0.077556702,0.0106,0.004105556,-0.041,0.0043,-0.051983483,-0.030105767
200208,0,0.005,-0.003433098,0.014008755,0.0155,0.015106147,0.0233,0.0591,-0.001640271,0.003899406
200209,0,-0.1035,-0.10854536,-0.109291149,0.0148,0.003261223,-0.0172,0.0443,-0.040924766,-0.01684485
200210,0,0.0784,0.052423034,0.063487763,-0.006,-0.009981739,-0.0098,-0.0486,-0.047087266,0.004504808
200211,0,0.0596,0.044313257,0.067633511,-0.0015,0.011126421,0.0584,-0.0034,0.044099611,0.019981809
200212,0,-0.0576,-0.034649868,-0.034325593,0.0196,0.052832381,0.0141,0.0842,0.010348344,-0.00319941
200301,0,-0.0257,-0.042671591,-0.005353895,-0.0001,0.019813027,0.0278,0.0889,-0.0288963,0.005520481
200302,0,-0.0188,-0.023759365,-0.027889912,0.0129,0.011849944,0.012,0.1203,0.015296345,-0.000690637
200303,0,0.0109,-0.019898503,-0.029354659,-0.0018,0.003769564,0.0249,-0.1451,0.019675893,0.000420625
200304,0,0.0822,0.098157734,0.088072119,0.0073,0.013599547,0.0552,-0.0624,0.046703737,0.025359073
200305,0,0.0605,0.060620361,0.070871367,0.0177,0.045151737,0.0097,0.095,0.060312574,0.034859655
200306,0,0.0142,0.023749721,0.055994639,-0.003,-0.019566674,0.0265,0.0012,0.025013216,0.012460612
200307,0,0.0235,0.023656331,0.061927458,-0.0343,-0.026135854,-0.015,0.0064,0.051649335,0.012340111
200308,0,0.0234,0.02362302,0.066419732,0.0059,-0.008665853,0.0119,0.0402,0.0036026,0.01760058
200309,0,-0.0124,0.030225351,0.006530941,0.0257,0.062342317,0.0264,-0.0416,0.030679999,0.010829646
200310,0,0.0608,0.061692626,0.084397611,-0.01,-0.002942673,0.0197,0.0212,0.020843002,0.023779185
200311,0,0.0135,0.021675171,0.011588738,0.0017,0.019374407,0.0126,0.0249,0.044470899,0.009850428
200312,0,0.0429,0.07736988,0.071696287,0.0094,0.045650371,0.0228,0.0617,0.033488998,0.017940396
200401,0,0.0215,0.013514863,0.034815014,0.0073,0.001333061,0.0146,0.0032,0.042321221,0.019059579
200402,0,0.014,0.022654655,0.045529929,0.0102,-0.001952624,-0.0012,0.0736,0.021331041,0.011280203
200403,0,-0.0132,0.005118881,0.011949217,0.0066,0.01525673,0.0066,0.0192,0.05507539,0.004160342
200404,0,-0.0183,-0.022572776,-0.082557265,-0.0268,-0.046476338,-0.008,0.0268,-0.153439395,-0.015620387
200405,0,0.0117,0.003730365,-0.020295141,-0.0046,0.009700793,-0.0166,0.0457,0.070022054,-0.003660141
200406,0,0.0186,0.021516897,0.003767849,0.0048,0.000409667,0.0138,-0.0478,0.029125793,0.006720642
200407,0,-0.0406,-0.033315458,-0.018682232,0.0089,-0.009753329,0.0124,0.0765,-0.000576427,-0.010619947
200408,0,0.0008,0.003542758,0.040760189,0.018,0.023675503,0.0172,-0.0399,0.077721131,0.000050027
200409,0,0.016,0.025182517,0.056656799,0.0016,0.015624519,0.0128,0.125,0.000838024,0.015389391
200410,0,0.0143,0.033060363,0.022856855,0.0073,0.033875887,0.0174,0.0404,0.04436152,0.007320359
200411,0,0.0454,0.067090014,0.091125259,-0.0095,0.047057127,0.0091,-0.0499,0.044873834,0.026899583
200412,0,0.0343,0.042316696,0.046541512,0.0076,0.016923407,0.0133,-0.1015,0.046638847,0.014870595
200501,0,-0.0276,-0.019872837,0.001565111,0.0047,-0.020261713,-0.0024,0.066,-0.080717512,-0.003649979
200502,0,0.0189,0.041837063,0.086208814,-0.0075,0.002890029,0.0125,0.0607,0.020942762,0.016740316
200503,0,-0.0197,-0.026835018,-0.067980965,-0.0072,-0.018095442,-0.0293,0.0735,-0.020697746,-0.010760763
200504,0,-0.0261,-0.02448339,-0.028753235,0.0114,0.0123295,-0.0127,-0.0926,0.044686701,-0.01705005
200505,0,0.0365,-0.000870217,0.032808387,0.0084,-0.030211924,0.0162,-0.0097,0.033354979,0.008029978
200506,0,0.0057,0.01136916,0.032219017,0.0032,-0.014424907,0.0167,0.0557,0.044697628,0.013620234
200507,0,0.0392,0.028319114,0.068357956,-0.0115,-0.010742476,0.0128,0.0526,0.063273706,0.020569547
200508,0,-0.0122,0.022557412,0.006001787,0.0098,0.014585913,0.0011,0.1484,-0.045461909,0.005200505
200509,0,0.0049,0.041840228,0.090346174,-0.0132,-0.0229906,-0.0129,-0.0027,-0.003906642,0.016379473
200510,0,-0.0202,-0.03183659,-0.068035325,-0.0106,-0.023294966,-0.0098,-0.106,-0.03004173,-0.01676917
200511,0,0.0361,0.02162738,0.079697044,0.0013,-0.018086312,0.0016,-0.0416,0.040282582,0.013529433
200512,0,-0.0025,0.043397764,0.056037814,0.0063,0.008540183,0.0058,0.0255,-0.00540646,0.015030189
200601,0,0.0304,0.057968919,0.108805122,-0.0034,0.015800448,0.0126,0.0398,0.066482374,0.031359487
200602,0,-0.003,-0.005448201,-0.004357392,-0.0001,-0.009626476,0.003,-0.1044,0.011039588,0.001110579
200603,0,0.0146,0.029748773,0.005264153,-0.0135,-0.015132178,0.0023,0.0476,0.046339398,0.01581017
200604,0,0.0073,0.044899042,0.067762788,-0.0054,0.027096464,0.0019,0.0597,-0.034628963,0.015070056
200605,0,-0.0357,-0.041931591,-0.10886421,-0.0054,0.016419088,-0.0046,-0.012,-0.032132417,-0.01990003
200606,0,-0.0035,-0.003633394,-0.006120353,-0.0019,-0.018701254,-0.0077,0.0076,0.045913373,-0.006350107
200607,0,-0.0078,0.006013622,0.010705858,0.0095,0.003323417,0.0067,0.0161,0.026132908,-0.005770162
200608,0,0.0203,0.023568525,0.021778748,0.0111,0.003387253,0.0121,-0.0768,0.030011204,0.005900258
200609,0,0.0184,-0.00235989,0.004306029,0.0047,-0.009022676,0.0087,-0.1112,0.015697342,-0.002339894
200610,0,0.0323,0.034883124,0.043450252,0.0025,0.00705905,0.0106,-0.0298,0.059088557,0.01357995
200611,0,0.0171,0.025962569,0.070275295,0.0074,0.02714285,0.0116,0.0511,0.040362937,0.016500074
200612,0,0.0087,0.027453921,0.041123476,-0.0098,-0.022693411,0.0065,-0.0752,-0.016203432,0.01081894
200701,0,0.014,0.002443403,-0.014500668,-0.0048,-0.020866901,0.0065,-0.0273,0.073929569,0.006619837
200702,0,-0.0196,0.004414553,-0.009592676,0.0116,0.020034639,0.0101,0.0392,-0.03295376,0.00301007
200703,0,0.0068,0.02166354,0.035758147,-0.0043,-0.000551562,-0.0023,0.028,-0.029302774,0.005251482
200704,0,0.0349,0.040950002,0.043185738,0.001,0.007283774,0.009,-0.0072,-0.003309172,0.013349649
200705,0,0.0324,0.014749523,0.044738668,-0.0117,-0.025686616,0.0029,-0.0196,-0.003052999,0.015832269
200706,0,-0.0196,-0.002457298,0.043300541,-0.007,-0.011082184,-0.0211,0.0282,-0.094407004,0.003304238
200707,0,-0.0373,-0.018620304,0.049281298,0.0043,0.027352769,-0.035,0.0515,-0.09194362,-0.003205408
